Age,Gender,Married,Dependents,Education,Employment_Type,Monthly_Income,Monthly_Expenses,Existing_EMI,Savings,Credit_Score,Credit_History,Loan_Type,Loan_Amount,Loan_Tenure,Property_Area,Debt_Ratio,Savings_Ratio,Financial_Score,Loan_Status
47,Female,Yes,3,Graduate,Self Employed,213131,81414,6210,428799,583,0,Personal,1409826,180,Rural,0.41,2.01,56.13,Rejected
24,Male,No,3,Graduate,Government,177170,62992,17705,1006829,746,0,Vehicle,2591925,60,Semiurban,0.46,5.68,67.94,Approved
30,Female,Yes,2,Graduate,Self Employed,102601,29589,5078,895841,372,1,Personal,2250695,240,Semiurban,0.34,8.73,57.96,Approved
36,Male,Yes,3,Graduate,Business,141382,56563,25360,1456024,310,1,Home,702060,120,Rural,0.58,10.3,52.05,Approved
51,Male,No,2,Not Graduate,Self Employed,119571,34394,16153,1000704,793,0,Vehicle,1578428,180,Urban,0.42,8.37,74.08,Approved
51,Female,Yes,1,Not Graduate,Self Employed,221951,125498,51444,232257,436,0,Education,985923,120,Semiurban,0.8,1.05,36.43,Rejected
58,Female,No,4,Not Graduate,Government,172784,45846,2436,863652,864,0,Home,3942857,180,Semiurban,0.28,5.0,76.93,Approved
26,Male,No,0,Not Graduate,Self Employed,238433,54185,9384,688686,833,1,Vehicle,4467402,60,Urban,0.27,2.89,74.34,Approved
45,Male,No,3,Graduate,Self Employed,111072,65031,12833,1301150,498,1,Vehicle,683538,120,Urban,0.7,11.71,55.55,Approved
42,Female,Yes,2,Graduate,Government,211167,68373,32844,893078,606,1,Education,165043,60,Semiurban,0.48,4.23,59.46,Approved
58,Female,Yes,0,Graduate,Private,70621,29922,4112,1040915,331,1,Vehicle,2147777,300,Urban,0.48,14.74,53.08,Rejected
34,Female,No,3,Graduate,Private,105921,24308,7400,776345,369,0,Personal,2712348,180,Rural,0.3,7.33,56.32,Rejected
57,Female,Yes,4,Not Graduate,Business,56162,14506,13385,110716,647,0,Personal,2428292,180,Urban,0.5,1.97,50.05,Rejected
22,Female,No,3,Graduate,Business,165792,72306,2901,1223545,623,0,Vehicle,1871191,300,Rural,0.45,7.38,65.47,Approved
53,Male,No,4,Graduate,Private,60702,36027,6138,1035744,357,0,Personal,1000176,240,Rural,0.69,17.06,47.46,Rejected
45,Female,Yes,1,Graduate,Government,87451,45275,16577,1280802,703,1,Education,892697,240,Rural,0.71,14.65,63.52,Approved
28,Female,No,4,Graduate,Self Employed,230544,27733,48521,154584,623,0,Home,1966961,240,Semiurban,0.33,0.67,58.33,Rejected
40,Female,Yes,2,Not Graduate,Business,79954,8437,7627,627505,445,1,Education,4690669,180,Semiurban,0.2,7.85,62.65,Approved
46,Female,Yes,0,Not Graduate,Business,124582,15108,29294,867860,303,1,Vehicle,582645,180,Semiurban,0.36,6.97,51.69,Approved
53,Female,No,3,Graduate,Government,143471,76418,10326,1427795,690,0,Vehicle,4051631,120,Urban,0.6,9.95,68.17,Rejected
49,Female,Yes,1,Not Graduate,Self Employed,211549,98406,45866,290700,808,0,Personal,1038076,300,Rural,0.68,1.37,56.66,Rejected
48,Female,No,2,Graduate,Government,144575,43293,24371,1378175,700,1,Vehicle,1738548,300,Semiurban,0.47,9.53,71.92,Approved
56,Female,No,1,Graduate,Self Employed,156973,40865,6969,646817,682,1,Vehicle,3013047,240,Urban,0.3,4.12,65.69,Approved
56,Male,No,3,Not Graduate,Self Employed,188606,22175,34695,178640,652,1,Personal,1677970,60,Urban,0.3,0.95,59.37,Approved
35,Male,No,3,Graduate,Government,123361,42232,25513,1272856,811,0,Education,3398971,300,Semiurban,0.55,10.32,74.5,Approved
45,Female,No,2,Not Graduate,Government,159779,15510,31611,757423,532,1,Personal,4973331,240,Urban,0.29,4.74,60.67,Approved
57,Female,No,0,Graduate,Self Employed,102854,32470,7148,603804,586,0,Education,518282,120,Urban,0.39,5.87,60.34,Approved
23,Male,No,1,Not Graduate,Self Employed,182697,60009,31484,350910,765,0,Home,1568851,120,Semiurban,0.5,1.92,60.13,Rejected
34,Female,Yes,0,Not Graduate,Private,99844,17678,13776,1229667,812,0,Home,487143,60,Semiurban,0.32,12.32,80.63,Approved
51,Female,Yes,3,Not Graduate,Government,117114,68247,13827,1236571,388,1,Education,224710,60,Urban,0.7,10.56,50.9,Approved
60,Male,No,2,Not Graduate,Government,225195,55051,18067,820806,327,1,Personal,3046037,60,Urban,0.32,3.64,51.09,Approved
48,Female,No,1,Not Graduate,Private,33127,5517,4265,697412,683,1,Education,4579240,180,Rural,0.3,21.05,72.82,Approved
32,Male,Yes,1,Graduate,Government,221657,55445,52060,736584,789,1,Vehicle,1067553,180,Semiurban,0.49,3.32,66.03,Approved
29,Male,Yes,4,Graduate,Private,94771,14432,41,803910,862,1,Home,667711,240,Urban,0.15,8.48,84.49,Approved
38,Female,No,4,Not Graduate,Government,193524,110332,47022,1416249,871,0,Education,3353037,120,Urban,0.81,7.32,66.7,Approved
26,Female,No,0,Graduate,Private,30674,9345,3191,1470600,651,0,Education,3160113,300,Rural,0.41,47.94,67.9,Rejected
55,Male,Yes,3,Not Graduate,Business,163082,94630,6669,481135,732,1,Home,1501655,120,Urban,0.62,2.95,56.32,Approved
55,Female,Yes,0,Graduate,Government,82288,6370,11911,61367,884,1,Home,4911902,180,Semiurban,0.22,0.75,67.41,Approved
56,Male,No,4,Graduate,Business,123947,5826,24812,1419593,871,0,Vehicle,3823879,180,Urban,0.25,11.45,86.25,Approved
50,Female,Yes,2,Not Graduate,Business,229240,34596,43950,989572,677,1,Education,3333906,60,Rural,0.34,4.32,67.61,Approved
46,Male,Yes,1,Graduate,Private,173012,28668,40668,793293,310,0,Education,3326042,60,Urban,0.4,4.59,47.85,Rejected
33,Male,Yes,3,Not Graduate,Government,165808,65232,9832,803745,787,0,Vehicle,734972,60,Rural,0.45,4.85,67.72,Approved
35,Male,Yes,4,Graduate,Business,109552,46070,16730,193535,704,1,Home,791668,300,Urban,0.57,1.77,52.01,Approved
21,Female,Yes,0,Graduate,Business,173540,13050,22924,345707,789,0,Personal,756051,300,Semiurban,0.21,1.99,69.77,Approved
46,Female,No,3,Graduate,Private,91987,12043,5131,1080860,698,1,Personal,2183537,300,Semiurban,0.19,11.75,79.1,Approved
28,Male,Yes,4,Not Graduate,Private,61840,10941,4335,1237514,482,1,Vehicle,2311723,60,Rural,0.25,20.01,66.49,Approved
46,Female,Yes,2,Graduate,Private,55199,6726,9681,1039055,694,1,Education,652516,300,Urban,0.3,18.82,74.14,Approved
56,Male,No,2,Graduate,Business,77508,16568,2436,249846,794,0,Vehicle,3036436,240,Rural,0.25,3.22,67.48,Rejected
24,Female,Yes,4,Graduate,Government,158194,88685,2507,1168478,723,0,Education,4406041,60,Rural,0.58,7.39,65.94,Approved
52,Male,Yes,2,Graduate,Business,135956,30722,9801,566033,458,0,Vehicle,3994623,60,Rural,0.3,4.16,55.18,Rejected
35,Female,No,4,Not Graduate,Private,102819,36337,843,1042838,491,1,Home,115402,180,Rural,0.36,10.14,65.09,Approved
48,Male,Yes,3,Graduate,Government,190243,34872,31465,117362,485,1,Personal,3312115,240,Urban,0.35,0.62,49.94,Approved
45,Female,Yes,3,Graduate,Private,57997,28940,4791,176222,338,0,Education,1459165,60,Urban,0.58,3.04,35.97,Rejected
55,Male,Yes,4,Graduate,Private,24900,14481,709,647192,531,0,Home,4595574,180,Urban,0.61,25.99,56.29,Rejected
42,Male,Yes,0,Graduate,Private,34078,12893,3788,177087,535,1,Home,4863385,300,Rural,0.49,5.2,50.85,Rejected
51,Male,No,3,Graduate,Private,216133,10353,19834,305078,537,1,Education,4330603,60,Rural,0.14,1.41,61.14,Approved
58,Male,Yes,3,Not Graduate,Self Employed,93851,15307,15092,967863,335,1,Vehicle,1351411,180,Urban,0.32,10.31,58.93,Approved
58,Male,Yes,4,Not Graduate,Business,37852,12398,2007,975847,567,1,Vehicle,1118768,300,Semiurban,0.38,25.78,65.3,Rejected
37,Female,Yes,1,Graduate,Business,86980,7716,5741,792248,869,1,Vehicle,633219,60,Rural,0.15,9.11,85.68,Approved
54,Male,Yes,3,Graduate,Government,157173,92084,29695,583454,848,1,Home,772712,180,Rural,0.77,3.71,58.16,Approved
59,Female,No,3,Graduate,Self Employed,198378,22659,22197,536158,811,1,Education,2873242,120,Rural,0.23,2.7,72.6,Approved
56,Male,No,3,Graduate,Business,69774,13479,9023,998960,836,0,Personal,196950,60,Semiurban,0.32,14.32,80.27,Approved
30,Male,No,2,Not Graduate,Self Employed,172212,31415,5899,888760,873,0,Vehicle,714679,240,Semiurban,0.22,5.16,79.51,Approved
60,Male,Yes,3,Graduate,Business,92914,27360,3800,1266790,685,1,Home,2102746,60,Semiurban,0.34,13.63,74.1,Approved
48,Male,Yes,0,Not Graduate,Business,224935,72842,19227,353824,627,0,Vehicle,3531859,240,Urban,0.41,1.57,57.73,Rejected
59,Male,Yes,3,Not Graduate,Self Employed,72107,43013,801,1119493,790,1,Home,2953652,300,Rural,0.61,15.53,69.77,Approved
57,Male,Yes,2,Graduate,Business,194817,83966,47399,767731,416,0,Home,1999419,60,Rural,0.67,3.94,43.93,Rejected
47,Female,No,1,Graduate,Private,68076,23078,13608,1198999,524,1,Vehicle,1134358,240,Rural,0.54,17.61,59.84,Approved
52,Male,No,3,Not Graduate,Private,219251,12017,20186,492316,876,1,Personal,4311410,300,Rural,0.15,2.25,77.79,Approved
38,Male,No,0,Not Graduate,Self Employed,102927,32279,9235,754995,668,0,Home,4470068,180,Urban,0.4,7.34,66.38,Rejected
34,Female,No,3,Not Graduate,Business,214295,53623,45464,568624,613,0,Education,3397207,300,Rural,0.46,2.65,57.25,Rejected
58,Female,Yes,2,Graduate,Private,155057,29749,26010,1230273,537,0,Personal,716074,60,Rural,0.36,7.93,65.15,Approved
55,Female,Yes,0,Graduate,Private,211064,7239,10775,85063,329,1,Education,2964239,240,Urban,0.09,0.4,51.31,Approved
33,Female,Yes,3,Graduate,Government,162887,61311,4578,1229649,410,0,Education,2370808,60,Rural,0.4,7.55,57.7,Rejected
47,Female,Yes,2,Graduate,Business,32167,9854,5276,1045974,799,0,Vehicle,400476,120,Urban,0.47,32.52,72.69,Rejected
53,Female,No,2,Graduate,Self Employed,78643,16963,5407,1113896,620,1,Education,1975382,120,Semiurban,0.28,14.16,72.17,Approved
47,Male,Yes,1,Not Graduate,Private,248449,29313,32625,1332547,887,0,Personal,1088158,300,Urban,0.25,5.36,82.61,Approved
55,Male,Yes,0,Not Graduate,Government,25315,7540,3714,190098,318,1,Personal,2325052,240,Rural,0.44,7.51,46.83,Rejected
57,Female,Yes,2,Not Graduate,Private,83755,19216,1153,1248885,561,1,Education,3488795,300,Rural,0.24,14.91,70.99,Approved
42,Female,Yes,2,Not Graduate,Business,105158,38161,5098,1290293,631,1,Education,1826455,240,Urban,0.41,12.27,69.91,Approved
36,Male,Yes,0,Graduate,Government,91412,34904,3247,809317,714,0,Home,2485930,120,Semiurban,0.42,8.85,70.58,Approved
36,Male,Yes,1,Graduate,Business,23131,5063,889,198262,439,1,Home,532527,240,Rural,0.26,8.57,59.86,Approved
53,Male,No,2,Graduate,Business,121297,50605,13634,885779,542,1,Personal,4240548,60,Rural,0.53,7.3,57.66,Approved
37,Male,No,1,Not Graduate,Business,41253,13363,3866,793785,545,1,Vehicle,2304035,240,Rural,0.42,19.24,63.34,Rejected
31,Male,Yes,4,Not Graduate,Self Employed,220003,126129,26512,821611,336,0,Education,2674233,300,Urban,0.69,3.73,40.39,Rejected
57,Male,Yes,3,Graduate,Private,117916,17865,12084,222293,604,0,Vehicle,2593660,60,Urban,0.25,1.89,57.71,Rejected
40,Female,No,3,Graduate,Business,121353,53358,8874,1415777,578,1,Education,4848498,240,Semiurban,0.51,11.67,65.16,Approved
44,Female,No,0,Graduate,Private,96475,6132,1487,181760,635,0,Home,320592,180,Urban,0.08,1.88,63.48,Rejected
26,Female,Yes,3,Not Graduate,Private,175602,99139,17715,367906,323,0,Home,1016256,240,Urban,0.67,2.1,35.61,Rejected
32,Male,No,1,Not Graduate,Private,69133,6602,16967,298211,604,0,Vehicle,3985800,240,Rural,0.34,4.31,58.01,Rejected
53,Female,Yes,2,Graduate,Private,136891,24536,13626,92786,767,0,Vehicle,4235777,60,Rural,0.28,0.68,62.56,Rejected
34,Female,Yes,4,Not Graduate,Self Employed,86599,42871,16297,1087953,668,0,Vehicle,1467830,180,Rural,0.68,12.56,62.66,Rejected
41,Male,No,2,Not Graduate,Government,102555,22711,3452,621346,554,1,Personal,2523731,120,Rural,0.26,6.06,63.19,Approved
52,Male,No,1,Graduate,Business,166381,58003,2135,903778,569,0,Vehicle,2618709,120,Semiurban,0.36,5.43,61.96,Approved
24,Female,Yes,1,Not Graduate,Business,203378,68672,37615,1442153,349,0,Vehicle,3081977,60,Rural,0.52,7.09,52.15,Rejected
55,Male,No,1,Not Graduate,Business,107115,22796,11377,24150,628,0,Education,2985537,120,Semiurban,0.32,0.23,53.08,Rejected
23,Female,No,3,Graduate,Business,245455,108909,35938,503698,620,0,Vehicle,920159,300,Urban,0.59,2.05,53.77,Rejected
38,Female,Yes,1,Not Graduate,Business,115102,22159,20790,1038392,354,0,Vehicle,1588224,300,Semiurban,0.37,9.02,57.19,Approved
22,Male,Yes,3,Graduate,Self Employed,162588,34480,19604,84456,458,0,Personal,341824,180,Semiurban,0.33,0.52,47.92,Rejected
40,Male,No,3,Graduate,Self Employed,114237,17292,10039,1341049,893,0,Personal,3648260,240,Semiurban,0.24,11.74,87.08,Approved
33,Female,Yes,3,Not Graduate,Government,117986,47367,16153,952931,494,0,Vehicle,3109752,180,Rural,0.54,8.08,56.68,Rejected
39,Male,No,1,Graduate,Private,41134,24678,10271,453783,375,0,Personal,493049,300,Urban,0.85,11.03,42.82,Rejected
28,Male,Yes,4,Not Graduate,Self Employed,70112,40921,855,80491,756,1,Personal,4892965,240,Rural,0.6,1.15,50.83,Rejected
49,Male,No,3,Not Graduate,Business,72410,17861,2897,919202,628,0,Home,1988749,300,Urban,0.29,12.69,72.21,Rejected
32,Female,Yes,2,Graduate,Government,241441,75632,3569,764836,612,0,Home,2443816,240,Rural,0.33,3.17,63.35,Approved
54,Female,No,1,Not Graduate,Private,175331,46492,14068,1031618,482,1,Personal,858021,180,Urban,0.35,5.88,59.84,Approved
44,Female,No,1,Graduate,Government,73600,16959,7360,84016,466,0,Personal,1238293,240,Rural,0.33,1.14,46.03,Rejected
55,Female,Yes,0,Not Graduate,Private,153036,51510,21186,1456277,672,1,Vehicle,513722,180,Urban,0.48,9.52,70.77,Approved
55,Male,No,3,Graduate,Business,61738,17654,12965,889340,441,1,Vehicle,2000928,240,Semiurban,0.5,14.41,57.19,Rejected
51,Male,No,0,Graduate,Government,151405,10278,3496,1334728,482,1,Vehicle,964841,120,Semiurban,0.09,8.82,72.38,Approved
58,Female,No,4,Not Graduate,Self Employed,89707,14152,12185,324748,803,1,Home,856868,240,Semiurban,0.29,3.62,67.71,Approved
58,Male,Yes,2,Graduate,Self Employed,65851,28469,13437,731555,694,0,Home,4266277,120,Semiurban,0.64,11.11,64.39,Rejected
33,Female,Yes,4,Graduate,Government,219220,113935,53550,74969,325,0,Vehicle,1584522,60,Urban,0.76,0.34,30.98,Rejected
29,Female,No,3,Graduate,Self Employed,124298,22412,12230,1414678,896,1,Education,4663736,240,Semiurban,0.28,11.38,86.43,Approved
40,Male,Yes,1,Not Graduate,Business,65783,11125,15861,377872,797,1,Home,752536,300,Semiurban,0.41,5.74,67.24,Approved
24,Female,No,4,Graduate,Private,133388,67898,7255,925758,371,1,Vehicle,4325528,300,Rural,0.56,6.94,48.8,Approved
25,Male,No,1,Graduate,Self Employed,175828,45441,5675,652725,658,1,Personal,4005786,120,Urban,0.29,3.71,64.98,Approved
33,Male,No,0,Graduate,Private,204644,40906,11136,1252474,859,1,Home,4262566,60,Semiurban,0.25,6.12,80.97,Approved
60,Female,Yes,2,Not Graduate,Business,236599,107204,57604,449432,601,1,Vehicle,4134535,180,Rural,0.7,1.9,49.08,Rejected
48,Female,Yes,1,Graduate,Government,23791,6152,3050,276566,469,0,Personal,3045398,300,Semiurban,0.39,11.62,60.19,Rejected
55,Male,Yes,1,Not Graduate,Self Employed,120716,9337,16653,1388195,865,0,Home,1342721,120,Semiurban,0.22,11.5,86.81,Approved
27,Male,Yes,4,Not Graduate,Private,65260,26147,11797,564735,889,1,Vehicle,3871418,60,Urban,0.58,8.65,71.99,Approved
26,Female,No,4,Graduate,Government,234587,27709,49551,1380752,519,0,Vehicle,4041169,60,Semiurban,0.33,5.89,64.34,Approved
33,Male,Yes,2,Graduate,Business,67316,19603,14383,760981,748,1,Vehicle,2397497,180,Rural,0.5,11.3,70.79,Approved
28,Female,Yes,1,Graduate,Government,126555,49393,22868,559929,819,1,Education,3194305,240,Rural,0.57,4.42,63.18,Approved
26,Female,Yes,3,Not Graduate,Business,108018,46680,22047,204951,749,0,Education,2201791,120,Urban,0.64,1.9,52.32,Rejected
34,Female,Yes,0,Not Graduate,Government,99694,36700,5247,373963,428,1,Vehicle,1781397,60,Rural,0.42,3.75,47.89,Approved
46,Female,Yes,3,Not Graduate,Business,236809,30816,35863,1397937,315,1,Vehicle,187926,60,Rural,0.28,5.9,56.83,Approved
41,Male,Yes,4,Not Graduate,Private,24982,12638,6233,1301561,707,0,Personal,3984284,300,Rural,0.76,52.1,59.76,Rejected
58,Female,No,4,Graduate,Private,46398,8450,9109,1057681,322,1,Personal,2897545,240,Semiurban,0.38,22.8,54.81,Rejected
58,Male,No,3,Graduate,Self Employed,104030,33414,15470,113020,889,1,Education,4229390,300,Rural,0.47,1.09,61.75,Approved
42,Male,No,4,Graduate,Government,72771,41482,12047,316087,828,1,Education,2607462,60,Urban,0.74,4.34,56.33,Rejected
42,Female,Yes,2,Graduate,Self Employed,154793,81697,36540,722887,391,0,Personal,775106,240,Rural,0.76,4.67,39.99,Rejected
52,Female,Yes,2,Graduate,Business,50600,27861,4135,1299355,713,1,Education,3241596,240,Rural,0.63,25.68,64.74,Approved
27,Female,No,2,Graduate,Private,70335,11151,6579,612359,488,1,Home,3309708,300,Rural,0.25,8.71,64.35,Approved
43,Female,Yes,1,Not Graduate,Self Employed,25742,5744,871,895903,860,1,Vehicle,651332,120,Urban,0.26,34.8,81.54,Approved
38,Male,Yes,1,Not Graduate,Private,31597,8326,4401,251779,602,1,Education,530644,180,Urban,0.4,7.97,61.87,Approved
57,Female,Yes,3,Graduate,Private,59484,16453,12790,1200841,665,0,Education,3672159,120,Urban,0.49,20.19,67.19,Rejected
21,Female,Yes,1,Not Graduate,Private,135186,22800,2633,916998,706,1,Vehicle,2400070,300,Rural,0.19,6.78,74.71,Approved
21,Female,No,1,Graduate,Private,139751,47421,15843,1001204,561,1,Personal,4349768,300,Urban,0.45,7.16,61.27,Approved
21,Female,Yes,4,Not Graduate,Government,244215,120902,60499,118193,584,1,Education,1349606,300,Semiurban,0.74,0.48,44.41,Rejected
29,Female,Yes,4,Graduate,Self Employed,248291,60632,29621,1464965,835,0,Personal,2359895,240,Urban,0.36,5.9,77.94,Approved
21,Male,Yes,1,Not Graduate,Self Employed,20709,11283,4599,933452,787,0,Personal,2750844,120,Rural,0.77,45.07,62.8,Rejected
40,Male,No,2,Graduate,Government,31646,7069,5084,1212752,522,0,Personal,281570,120,Semiurban,0.38,38.32,62.94,Rejected
51,Female,Yes,0,Graduate,Business,235733,74078,9634,1052096,324,0,Personal,4412390,60,Rural,0.36,4.46,52.1,Rejected
24,Male,No,1,Graduate,Self Employed,47430,14888,8867,1164954,522,0,Vehicle,2676849,180,Urban,0.5,24.56,60.07,Rejected
56,Male,No,2,Not Graduate,Business,165325,17689,38988,1044373,586,1,Education,3785470,180,Rural,0.34,6.32,65.01,Approved
30,Male,Yes,1,Not Graduate,Business,63275,26934,136,644953,717,1,Education,885091,240,Semiurban,0.43,10.19,71.56,Approved
29,Female,No,4,Not Graduate,Government,126756,62078,26006,187979,453,1,Vehicle,313881,60,Urban,0.69,1.48,37.32,Rejected
48,Male,Yes,1,Not Graduate,Government,238599,32548,6634,1458418,719,0,Education,3432160,120,Rural,0.16,6.11,78.8,Approved
27,Male,No,4,Graduate,Self Employed,212362,28743,6052,799891,874,1,Education,1615016,60,Urban,0.16,3.77,79.96,Approved
24,Female,Yes,0,Not Graduate,Government,231101,14115,38763,284284,587,1,Home,1626820,300,Semiurban,0.23,1.23,60.93,Approved
40,Male,No,3,Not Graduate,Business,58815,23783,13245,835890,426,1,Home,2424301,240,Urban,0.63,14.21,52.4,Rejected
52,Male,Yes,4,Not Graduate,Government,133800,11236,20230,570396,698,0,Personal,1868102,240,Semiurban,0.24,4.26,67.85,Approved
39,Female,No,0,Graduate,Self Employed,198192,67505,13104,600497,451,0,Vehicle,1312911,60,Urban,0.41,3.03,51.83,Rejected
38,Male,No,4,Graduate,Private,134493,54861,20473,1263118,435,0,Education,580711,120,Rural,0.56,9.39,56.69,Rejected
35,Female,Yes,3,Graduate,Private,210634,39733,9370,634200,801,0,Education,2594086,300,Urban,0.23,3.01,73.05,Approved
29,Male,No,3,Graduate,Self Employed,209873,120812,19056,113938,328,1,Vehicle,1467659,180,Urban,0.67,0.54,34.07,Rejected
38,Male,No,2,Not Graduate,Business,127018,56718,7150,1275667,792,0,Personal,854971,120,Rural,0.5,10.04,75.2,Approved
23,Female,Yes,1,Not Graduate,Self Employed,113504,46724,18948,1294368,788,1,Education,2746146,240,Semiurban,0.58,11.4,72.2,Approved
43,Female,No,3,Not Graduate,Self Employed,118862,57004,14456,545977,888,0,Home,2639368,300,Urban,0.6,4.59,65.37,Rejected
46,Female,Yes,1,Graduate,Business,224145,23587,10577,241959,733,1,Vehicle,1774381,120,Rural,0.15,1.08,69.13,Approved
39,Female,Yes,0,Not Graduate,Self Employed,44925,5432,267,605704,885,0,Vehicle,459893,60,Semiurban,0.13,13.48,87.32,Approved
53,Male,Yes,3,Not Graduate,Government,220174,43381,26235,1228982,358,1,Personal,4604095,120,Semiurban,0.32,5.58,56.4,Approved
47,Female,Yes,4,Not Graduate,Government,29533,10256,3758,1140173,521,1,Personal,242829,300,Urban,0.47,38.61,60.1,Rejected
52,Female,Yes,4,Not Graduate,Government,192457,32743,21197,581234,681,0,Home,3705485,180,Urban,0.28,3.02,65.6,Approved
29,Female,Yes,1,Graduate,Business,173538,47115,169,410982,402,0,Personal,3118863,180,Rural,0.27,2.37,51.37,Rejected
43,Female,Yes,2,Graduate,Self Employed,49153,19200,6413,718987,630,0,Education,486461,60,Rural,0.52,14.63,64.33,Rejected
26,Male,No,0,Graduate,Private,163637,10797,16309,326988,663,0,Home,3429538,60,Semiurban,0.17,2.0,65.04,Rejected
38,Male,No,4,Graduate,Government,191527,59843,22146,163634,619,0,Personal,934691,180,Semiurban,0.43,0.85,54.04,Rejected
56,Female,Yes,3,Graduate,Government,149400,35742,31340,40373,477,0,Vehicle,1853040,300,Semiurban,0.45,0.27,44.25,Rejected
43,Male,Yes,2,Not Graduate,Self Employed,140944,34314,5767,426981,409,0,Personal,1802100,60,Rural,0.28,3.03,51.34,Rejected
32,Female,Yes,2,Not Graduate,Self Employed,202750,55885,8397,1278038,413,0,Education,1595979,60,Semiurban,0.32,6.3,59.56,Approved
35,Female,No,0,Not Graduate,Government,40153,14549,6866,246665,434,0,Vehicle,4740660,180,Rural,0.53,6.14,47.18,Rejected
56,Female,No,3,Not Graduate,Private,182288,31226,27896,139304,328,1,Vehicle,4426172,60,Urban,0.32,0.76,43.67,Approved
33,Female,Yes,1,Graduate,Self Employed,183025,41086,4129,939250,658,0,Personal,126964,240,Rural,0.25,5.13,69.42,Approved
43,Female,No,4,Graduate,Business,105961,22099,16733,510713,818,1,Education,840039,120,Urban,0.37,4.82,69.24,Approved
42,Female,Yes,2,Graduate,Self Employed,232863,58931,2746,1483128,363,1,Home,4844778,180,Rural,0.26,6.37,60.24,Approved
54,Female,No,1,Not Graduate,Self Employed,125861,62931,6349,215149,518,1,Home,4454241,240,Urban,0.55,1.71,44.96,Rejected
34,Female,No,2,Not Graduate,Government,50916,26908,1301,390807,385,1,Home,3108045,300,Rural,0.55,7.68,47.88,Rejected
33,Male,No,1,Not Graduate,Private,154149,24542,34904,1082125,423,1,Education,3186596,300,Semiurban,0.39,7.02,57.44,Approved
21,Female,Yes,1,Not Graduate,Business,99961,35166,15230,49100,693,1,Personal,1824998,120,Semiurban,0.5,0.49,50.66,Approved
52,Male,Yes,2,Not Graduate,Private,80762,26306,1455,861314,859,1,Home,2178531,300,Urban,0.34,10.66,81.1,Approved
60,Female,Yes,3,Graduate,Self Employed,71467,40572,4837,492582,412,0,Vehicle,4044803,300,Rural,0.64,6.89,45.89,Rejected
51,Female,No,2,Not Graduate,Self Employed,207858,94112,46514,41156,496,0,Education,4331128,240,Semiurban,0.68,0.2,40.46,Rejected
58,Male,No,4,Not Graduate,Government,234888,51290,39722,1353735,722,1,Vehicle,2487537,300,Urban,0.39,5.76,71.39,Approved
50,Female,Yes,4,Not Graduate,Government,186214,20944,40876,1241772,569,0,Home,3449265,180,Semiurban,0.33,6.67,66.11,Approved
49,Female,Yes,4,Graduate,Government,162181,70860,18570,661160,344,0,Vehicle,3851237,60,Rural,0.55,4.08,43.39,Rejected
32,Male,Yes,4,Not Graduate,Government,143674,23765,23126,1083746,859,0,Vehicle,2300940,120,Semiurban,0.33,7.54,79.22,Approved
28,Male,No,2,Not Graduate,Government,66073,29416,3797,348018,411,1,Vehicle,2686338,240,Semiurban,0.5,5.27,46.36,Rejected
48,Male,No,2,Graduate,Private,225404,106806,30755,59490,610,1,Personal,1476043,120,Semiurban,0.61,0.26,48.35,Rejected
28,Male,No,0,Not Graduate,Private,49088,29009,2249,25492,524,1,Personal,2115270,300,Rural,0.64,0.52,37.19,Rejected
49,Female,Yes,4,Not Graduate,Private,204064,39597,24531,324237,570,0,Vehicle,3138173,300,Rural,0.31,1.59,57.25,Rejected
50,Male,Yes,2,Graduate,Business,223290,127014,23467,338331,473,0,Education,4148332,60,Urban,0.67,1.52,42.77,Rejected
44,Female,No,4,Not Graduate,Business,240738,79680,8916,340818,338,1,Vehicle,4311000,240,Urban,0.37,1.42,46.44,Approved
57,Male,Yes,4,Not Graduate,Self Employed,82472,21283,11995,1428006,541,1,Personal,3694151,120,Urban,0.4,17.32,65.24,Approved
34,Male,Yes,0,Not Graduate,Government,179492,101305,23189,756717,788,1,Home,1212075,300,Semiurban,0.69,4.22,59.83,Approved
28,Female,No,1,Graduate,Business,201069,60463,41635,1001431,576,1,Home,4267646,180,Semiurban,0.51,4.98,58.37,Approved
24,Male,Yes,1,Not Graduate,Self Employed,83790,38850,14007,1410531,355,0,Education,4389596,240,Urban,0.63,16.83,50.2,Rejected
50,Female,No,0,Not Graduate,Private,220517,13749,34827,1324506,864,1,Vehicle,4681815,180,Urban,0.22,6.01,82.62,Approved
32,Female,No,0,Not Graduate,Private,141147,40737,27348,131530,310,0,Vehicle,853925,60,Semiurban,0.48,0.93,36.82,Rejected
56,Male,No,0,Graduate,Business,43263,20623,1415,1244952,575,1,Vehicle,2941183,60,Urban,0.51,28.78,62.0,Rejected
59,Female,Yes,3,Not Graduate,Business,33200,18137,7745,1394139,373,0,Vehicle,2018850,180,Semiurban,0.78,41.99,44.52,Rejected
27,Male,No,2,Not Graduate,Private,238757,73215,41252,73127,440,1,Home,551576,60,Semiurban,0.48,0.31,45.34,Rejected
56,Male,Yes,1,Graduate,Private,175848,50973,12489,243303,376,1,Vehicle,1135041,180,Urban,0.36,1.38,45.69,Approved
30,Male,No,2,Graduate,Self Employed,27642,16261,6534,1017132,376,0,Education,3316346,240,Semiurban,0.82,36.8,43.08,Rejected
